id,name,cls,d,fireMode,closeRange,mult,healthDamage,prodArmorDamage,refArmorDamage,prodBreak,refBreak,prodBtk,refBtk,rpm,triggerTtk
"m433","M433","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,946.5838651235181
"m433","M433","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,983.9387651235181
"m433","M433","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,1045.1104296466951
"m433","M433","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,1162.479765123518
"m433","M433","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,1302.2955651235181
"m433","M433","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,1468.8505651235182
"b36a4","B36A4","Assault Rifle",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,667.7505677759914
"b36a4","B36A4","Assault Rifle",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,672.1205724087857
"b36a4","B36A4","Assault Rifle",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,676.5521873724565
"b36a4","B36A4","Assault Rifle",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,677.6697925938786
"b36a4","B36A4","Assault Rifle",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,678.7913696928698
"b36a4","B36A4","Assault Rifle",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,689.0638925938786
"b36a4","B36A4","Assault Rifle",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,690.2253925938786
"b36a4","B36A4","Assault Rifle",25,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,778.2457416681134
"b36a4","B36A4","Assault Rifle",30,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,784.1973416681134
"b36a4","B36A4","Assault Rifle",31,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,785.4002412166358
"b36a4","B36A4","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,790.2540416681135
"b36a4","B36A4","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,791.4781416681134
"b36a4","B36A4","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,792.7065416681135
"b36a4","B36A4","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,809.0732321275291
"b36a4","B36A4","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,822.1795930061036
"b36a4","B36A4","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,841.3165026188619
"b36a4","B36A4","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,842.7196416681135
"b36a4","B36A4","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,719.999,927.4611497962255
"b36a4","B36A4","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,719.999,937.456766835249
"b36a4","B36A4","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,719.999,940.3578907423482
"b36a4","B36A4","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1046.109639816583
"b36a4","B36A4","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1077.891539816583
"b36a4","B36A4","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1129.9370398165831
"b36a4","B36A4","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1229.796139816583
"b36a4","B36A4","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1348.752939816583
"b36a4","B36A4","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,719.999,1490.459839816583
"sor556","SOR-556 MK2","Assault Rifle",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,845.4880143456837
"sor556","SOR-556 MK2","Assault Rifle",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,849.6986958929074
"sor556","SOR-556 MK2","Assault Rifle",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,853.968722633752
"sor556","SOR-556 MK2","Assault Rifle",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,855.045622633752
"sor556","SOR-556 MK2","Assault Rifle",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,856.1262870260092
"sor556","SOR-556 MK2","Assault Rifle",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,866.024322633752
"sor556","SOR-556 MK2","Assault Rifle",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,568.421,867.143491881339
"sor556","SOR-556 MK2","Assault Rifle",25,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,977.2150476186115
"sor556","SOR-556 MK2","Assault Rifle",30,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,982.9496743783595
"sor556","SOR-556 MK2","Assault Rifle",31,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,984.1086879629711
"sor556","SOR-556 MK2","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,988.7855403659505
"sor556","SOR-556 MK2","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,989.964987962971
"sor556","SOR-556 MK2","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,991.1485879629711
"sor556","SOR-556 MK2","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,1006.9185879629711
"sor556","SOR-556 MK2","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,1019.5470879629711
"sor556","SOR-556 MK2","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,1037.9863393998903
"sor556","SOR-556 MK2","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,568.421,1039.338287962971
"sor556","SOR-556 MK2","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,568.421,1146.2506112347282
"sor556","SOR-556 MK2","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,568.421,1155.8818047358707
"sor556","SOR-556 MK2","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,568.421,1158.67715329219
"sor556","SOR-556 MK2","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1285.8337033217833
"sor556","SOR-556 MK2","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1316.4569186214092
"sor556","SOR-556 MK2","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1366.604918621409
"sor556","SOR-556 MK2","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1462.823318621409
"sor556","SOR-556 MK2","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1577.4431186214092
"sor556","SOR-556 MK2","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,568.421,1713.983618621409
"ak4d","AK4D","Assault Rifle",1,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,701.1794722235726
"ak4d","AK4D","Assault Rifle",5,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,705.9350722235725
"ak4d","AK4D","Assault Rifle",9,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,710.757737129672
"ak4d","AK4D","Assault Rifle",10,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,711.9739722235726
"ak4d","AK4D","Assault Rifle",11,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,713.1944722235726
"ak4d","AK4D","Assault Rifle",20,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,724.3734701241495
"ak4d","AK4D","Assault Rifle",21,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,514.285,725.6374551384943
"ak4d","AK4D","Assault Rifle",25,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,847.4046965385776
"ak4d","AK4D","Assault Rifle",30,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,853.8814514672342
"ak4d","AK4D","Assault Rifle",31,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,855.1904592597169
"ak4d","AK4D","Assault Rifle",35,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,860.4725009275014
"ak4d","AK4D","Assault Rifle",36,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,861.8046642159131
"ak4d","AK4D","Assault Rifle",37,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,863.1414518393618
"ak4d","AK4D","Assault Rifle",50,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,880.9522009275014
"ak4d","AK4D","Assault Rifle",60,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,895.2150009275014
"ak4d","AK4D","Assault Rifle",74,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,916.0405009275014
"ak4d","AK4D","Assault Rifle",75,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,514.285,917.5674540933808
"ak4d","AK4D","Assault Rifle",76,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,514.285,1035.7665821312378
"ak4d","AK4D","Assault Rifle",83,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,514.285,1046.6441296314301
"ak4d","AK4D","Assault Rifle",85,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,514.285,1049.801310422279
"ak4d","AK4D","Assault Rifle",100,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1190.864458335359
"ak4d","AK4D","Assault Rifle",120,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1225.450720728177
"ak4d","AK4D","Assault Rifle",150,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1282.0884583353588
"ak4d","AK4D","Assault Rifle",200,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1390.7586583353589
"ak4d","AK4D","Assault Rifle",250,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1520.2116583353588
"ak4d","AK4D","Assault Rifle",300,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,514.285,1674.4219583353588
"tr7","TR-7","Assault Rifle",1,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,501.32749444540895
"tr7","TR-7","Assault Rifle",5,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,506.68149444540893
"tr7","TR-7","Assault Rifle",9,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,512.1109595714812
"tr7","TR-7","Assault Rifle",10,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,513.480194445409
"tr7","TR-7","Assault Rifle",11,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,514.854294445409
"tr7","TR-7","Assault Rifle",20,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,527.439894445409
"tr7","TR-7","Assault Rifle",21,"auto","remove",0.84,35.22,21.882,21.882,4,4,7,7,719.999,528.8629599787644
"tr7","TR-7","Assault Rifle",25,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,617.9385955321136
"tr7","TR-7","Assault Rifle",30,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,625.2303063789456
"tr7","TR-7","Assault Rifle",31,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,626.7040237612109
"tr7","TR-7","Assault Rifle",35,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,632.6507435196437
"tr7","TR-7","Assault Rifle",36,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,634.1504435196437
"tr7","TR-7","Assault Rifle",37,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,635.6554435196437
"tr7","TR-7","Assault Rifle",50,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,655.7073435196437
"tr7","TR-7","Assault Rifle",60,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,671.7648189999628
"tr7","TR-7","Assault Rifle",74,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,695.2107016381104
"tr7","TR-7","Assault Rifle",75,"auto","remove",0.84,26.05,21.882,21.882,4,4,8,8,719.999,696.9297435196437
"tr7","TR-7","Assault Rifle",76,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,719.999,781.9882925938786
"tr7","TR-7","Assault Rifle",83,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,719.999,794.2345925938786
"tr7","TR-7","Assault Rifle",85,"auto","remove",0.84,20.67,21.882,21.882,4,4,9,9,719.999,797.7889925938786
"tr7","TR-7","Assault Rifle",100,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,908.5885416681134
"tr7","TR-7","Assault Rifle",120,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,947.526701315657
"tr7","TR-7","Assault Rifle",150,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1011.2910416681134
"tr7","TR-7","Assault Rifle",200,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1133.6349416681135
"tr7","TR-7","Assault Rifle",250,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1279.3767416681135
"tr7","TR-7","Assault Rifle",300,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1452.9910416681134
"kord6p67","KORD 6P67","Assault Rifle",1,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,668.0510074082305
"kord6p67","KORD 6P67","Assault Rifle",5,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,673.6342669783811
"kord6p67","KORD 6P67","Assault Rifle",9,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,679.2962059858335
"kord6p67","KORD 6P67","Assault Rifle",10,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,680.7241074082305
"kord6p67","KORD 6P67","Assault Rifle",11,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,682.1570074082305
"kord6p67","KORD 6P67","Assault Rifle",20,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,695.2815074082305
"kord6p67","KORD 6P67","Assault Rifle",21,"auto","remove",0.84,20.67,14.389199999999999,14.389199999999999,6,6,11,11,899.999,696.7654881785114
"kord6p67","KORD 6P67","Assault Rifle",25,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,769.4202481490535
"kord6p67","KORD 6P67","Assault Rifle",30,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,777.0242074843752
"kord6p67","KORD 6P67","Assault Rifle",31,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,778.5610260252733
"kord6p67","KORD 6P67","Assault Rifle",35,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,784.7623481490534
"kord6p67","KORD 6P67","Assault Rifle",36,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,786.3263218992606
"kord6p67","KORD 6P67","Assault Rifle",37,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,787.8957481490535
"kord6p67","KORD 6P67","Assault Rifle",50,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,808.8062146890527
"kord6p67","KORD 6P67","Assault Rifle",60,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,825.5512199551873
"kord6p67","KORD 6P67","Assault Rifle",74,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,850.0010008830899
"kord6p67","KORD 6P67","Assault Rifle",75,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,851.7936481490535
"kord6p67","KORD 6P67","Assault Rifle",76,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,920.2593888898765
"kord6p67","KORD 6P67","Assault Rifle",83,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,933.0300399754196
"kord6p67","KORD 6P67","Assault Rifle",85,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,936.7365888898764
"kord6p67","KORD 6P67","Assault Rifle",100,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1032.0455098963891
"kord6p67","KORD 6P67","Assault Rifle",120,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1072.6508796775163
"kord6p67","KORD 6P67","Assault Rifle",150,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1139.1454296306997
"kord6p67","KORD 6P67","Assault Rifle",200,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1266.7279296306997
"kord6p67","KORD 6P67","Assault Rifle",250,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1418.7099296306997
"kord6p67","KORD 6P67","Assault Rifle",300,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1599.7580296306996
"nvo228e","NVO-228E","Assault Rifle",1,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,551.2813819447097
"nvo228e","NVO-228E","Assault Rifle",5,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,556.4504819447097
"nvo228e","NVO-228E","Assault Rifle",9,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,561.6924819447097
"nvo228e","NVO-228E","Assault Rifle",10,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,654.681212268828
"nvo228e","NVO-228E","Assault Rifle",11,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,656.0078972004992
"nvo228e","NVO-228E","Assault Rifle",20,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,668.158912268828
"nvo228e","NVO-228E","Assault Rifle",21,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,669.5328122688279
"nvo228e","NVO-228E","Assault Rifle",25,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,766.7435117354205
"nvo228e","NVO-228E","Assault Rifle",30,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,773.7834425929464
"nvo228e","NVO-228E","Assault Rifle",31,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,775.2062973018762
"nvo228e","NVO-228E","Assault Rifle",35,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,654.545,872.6144275294179
"nvo228e","NVO-228E","Assault Rifle",36,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,654.545,874.0623729170645
"nvo228e","NVO-228E","Assault Rifle",37,"auto","remove",0.84,20.67,18.1104,18.1104,5,5,10,10,654.545,875.5153729170646
"nvo228e","NVO-228E","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,894.8749670026905
"nvo228e","NVO-228E","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,910.3779729170645
"nvo228e","NVO-228E","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,933.0143729170645
"nvo228e","NVO-228E","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,934.6740729170646
"nvo228e","NVO-228E","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1028.0063820453215
"nvo228e","NVO-228E","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1039.8298032411828
"nvo228e","NVO-228E","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1043.2615032411827
"nvo228e","NVO-228E","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1161.4460335653011
"nvo228e","NVO-228E","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1199.0397335653013
"nvo228e","NVO-228E","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1260.6025203680383
"nvo228e","NVO-228E","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1378.7223335653011
"nvo228e","NVO-228E","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1519.4320335653013
"nvo228e","NVO-228E","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1687.0520335653011
"l85a3","L85A3","Assault Rifle",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,756.586295473277
"l85a3","L85A3","Assault Rifle",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,760.744995473277
"l85a3","L85A3","Assault Rifle",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,764.962295473277
"l85a3","L85A3","Assault Rifle",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,766.0258954732769
"l85a3","L85A3","Assault Rifle",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,767.093195473277
"l85a3","L85A3","Assault Rifle",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,776.8690938431231
"l85a3","L85A3","Assault Rifle",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,635.294,777.9743954732769
"l85a3","L85A3","Assault Rifle",25,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,876.8791299068346
"l85a3","L85A3","Assault Rifle",30,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,882.5429574074367
"l85a3","L85A3","Assault Rifle",31,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,883.6876574074366
"l85a3","L85A3","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,888.3067574074366
"l85a3","L85A3","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,889.4716574074366
"l85a3","L85A3","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,890.6406574074366
"l85a3","L85A3","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,906.2159574074367
"l85a3","L85A3","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,918.6885574074366
"l85a3","L85A3","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,936.9001574074366
"l85a3","L85A3","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,635.294,938.2354508138126
"l85a3","L85A3","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,635.294,1034.0198864453375
"l85a3","L85A3","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,635.294,1043.532176323009
"l85a3","L85A3","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,635.294,1046.2930193415962
"l85a3","L85A3","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1162.071781275756
